Symbol,Name,Market Capital,CEO,Employees,Headquarters,Founded,Industry,Source,Source Link,ceo_indian_origin
MOFG,MidWestOne Financial Gp Common Stock,598489986.0,Charles Reeves III,757,"Iowa City, IowaUnited States",1983,,"CNBC,Google Finance","https://www.google.com/finance/quote/MOFG:NASDAQ?hl=en,https://www.cnbc.com/quotes/MOFG",no
MOGO,Mogo Inc. Common Shares,34505520.0,David Feller,204,"Vancouver, British ColumbiaCanada",2003,,Google Finance,https://www.google.com/finance/quote/MOGO:NASDAQ?hl=en,no
MOGU,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),17524751.0,Chen Qi,308,"Mingqi Center, 8/F, Building No. 1, No. Hangzhou, ZHJ 310012 China",2011,,"CNBC,Google Finance","https://www.google.com/finance/quote/MOGU:NYSE?hl=en,https://www.cnbc.com/quotes/MOGU",yes
MOH,Molina Healthcare Inc Common Stock,16533168000.0,Joseph ZubretskyJoseph M. Zubretsky,"18,000","Long Beach, CaliforniaUnited States",1980,,Google Finance,https://www.google.com/finance/quote/MOH:NYSE?hl=en,no
MOLN,Molecular Partners AG American Depositary Shares,153884300.0,,159,Wagistrasse 14 Schlieren 8952 Switzerland,2004,,"CNBC,Google Finance","https://www.google.com/finance/quote/MOLN:NASDAQ?hl=en,https://www.cnbc.com/quotes/MOLN",
MOMO,Hello Group Inc. American Depositary Shares,975263671.0,Yan Tang,"1,390","20th Floor, Block B, Tower 2 Wangjing SOHO, No.1 Futongdong Street Chaoyang District Beijing, BEJ 100102 China",2011,,"CNBC,Google Finance","https://www.cnbc.com/quotes/MOMO,https://www.google.com/finance/quote/MOMO:NASDAQ?hl=en",yes
MORN,Morningstar Inc. Common Stock,13030496105.0,Kunal Kapoor,"11,085","Chicago, IllinoisUnited States","May 16, 1984",,Google Finance,https://www.google.com/finance/quote/MORN:NASDAQ?hl=en,yes
MOS,Mosaic Company (The) Common Stock,11464721076.0,Bruce Bodine,"13,765","Tampa, FloridaUnited States","Oct 25, 2004",,Google Finance,https://www.google.com/finance/quote/MOS:NYSE?hl=en,no
MOV,Movado Group Inc. Common Stock,360238234.0,Efraim Grinberg,"1,210","Paramus, New JerseyUnited States",1967,,Google Finance,https://www.google.com/finance/quote/MOV:NYSE?hl=en,no
MOVE,Movano Inc. Common Stock,3852028.0,,32,"Pleasanton, CaliforniaUnited States",2018,,Google Finance,https://www.google.com/finance/quote/MOVE:NASDAQ?hl=en,
MP,MP Materials Corp. Common Stock,3561712733.0,James Litinsky,804,"Las Vegas, NevadaUnited States",2017,,Google Finance,https://www.google.com/finance/quote/MP:NYSE?hl=en,no
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,0.0,,,"Wilmington, DelawareUnited States",2010,,Google Finance,https://www.google.com/finance/quote/MPA:NYSE?hl=en,
MPAA,Motorcar Parts  of America Inc. Common Stock,218162541.0,Selwyn Joffe,"5,900","Torrance, CaliforniaUnited States",1968,,"CNBC,Google Finance","https://www.cnbc.com/quotes/MPAA,https://www.google.com/finance/quote/MPAA:NASDAQ?hl=en",no
MPB,Mid Penn Bancorp Common Stock,516668294.0,Rory G Ritrievi,612,"Millersburg, PennsylvaniaUnited States",1868,,Google Finance,https://www.google.com/finance/quote/MPB:NASDAQ?hl=en,no
MPC,Marathon Petroleum Corporation Common Stock,49381550713.0,Maryann Mannen,"18,300","Findlay, OhioUnited States","Nov 9, 2009",,Google Finance,https://www.google.com/finance/quote/MPC:NYSE?hl=en,no
MPLX,MPLX LP Common Units Representing Limited Partner Interests,52060911741.0,Michael J. Hennigan,"5,560","Findlay, OhioUnited States",2012,,Google Finance,https://www.google.com/finance/quote/MPLX:NYSE?hl=en,no
MPTI,M-tron Industries Inc. Common Stock,134984813.0,,,"2525 SHADER ROAD Orlando, FL 32804 United States",,,CNBC,https://www.cnbc.com/quotes/MPTI,
MPU,Mega Matrix Inc. Class A Ordinary Shares,36473882.0,Yucheng Hu,,"89 Nexus Way, Camana Bay Grand Cayman KY1-9009 Cayman Islands",,,CNBC,https://www.cnbc.com/quotes/MPU,no
MPV,Barings Participation Investors Common Stock,186695937.0,,,"Springfield, MassachusettsUnited States",1988,,Google Finance,https://www.google.com/finance/quote/MPV:NYSE?hl=en,
MPW,Medical Properties Trust Inc. common stock,2745656000.0,Edward K Aldag Jr,118,"Birmingham, AlabamaUnited States","Aug 27, 2003",,Google Finance,https://www.google.com/finance/quote/MPW:NYSE?hl=en,yes
MPWR,Monolithic Power Systems Inc. Common Stock,31691772000.0,Michael Hsing,"4,017","5808 Lake Washington Blvd. Ne Kirkland, WA 98033 United States",1997,,"CNBC,Google Finance","https://www.cnbc.com/quotes/MPWR,https://www.google.com/finance/quote/MPWR:NASDAQ?hl=en",no
MPX,Marine Products Corporation Common Stock,290479731.0,,617,"Atlanta, GeorgiaUnited States",1965,,Google Finance,https://www.google.com/finance/quote/MPX:NYSE?hl=en,
MQ,Marqeta Inc. Class A Common Stock,2519287521.0,Simon KhalafJason Gardner,854,"Oakland, CaliforniaUnited States",2010,,Google Finance,https://www.google.com/finance/quote/MQ:NASDAQ?hl=en,no
MQT,Blackrock MuniYield Quality Fund II Inc. Common Stock,1422169223.0,,,"Wilmington, DelawareUnited States",1992,,Google Finance,https://www.google.com/finance/quote/MQT:NYSE?hl=en,
MQY,Blackrock MuniYield Quality Fund Inc. Common Stock,1639362430.0,,,"Wilmington, DelawareUnited States",2010,,Google Finance,https://www.google.com/finance/quote/MQY:NYSE?hl=en,
MRAM,Everspin Technologies Inc. Common Stock,126042372.0,,87,"Chandler, ArizonaUnited States",2008,,Google Finance,https://www.google.com/finance/quote/MRAM:NASDAQ?hl=en,
MRBK,Meridian Corporation Common Stock,152351253.0,Christopher Annas,322,"Malvern, PennsylvaniaUnited States",2004,,"CNBC,Google Finance","https://www.cnbc.com/quotes/MRBK,https://www.google.com/finance/quote/MRBK:NASDAQ?hl=en",yes
MRC,MRC Global Inc. Common Stock,1068085637.0,,"2,500","Houston, TexasUnited States",1921,,Google Finance,https://www.google.com/finance/quote/MRC:NYSE?hl=en,
MRCC,Monroe Capital Corporation Common Stock,139747893.0,Theodore Koenig,,"2405 York Road, Suite 201 Lutherville-timonium, MD 21093-2264 United States",2011,,"CNBC,Google Finance","https://www.google.com/finance/quote/MRCC:NASDAQ?hl=en,https://www.cnbc.com/quotes/MRCC",no
MRCY,Mercury Systems Inc Common Stock,2942931780.0,Mark Aslett,"2,200","Andover, MassachusettsUnited States",1981,,Google Finance,https://www.google.com/finance/quote/MRCY:NASDAQ?hl=en,no
MREO,Mereo BioPharma Group plc American Depositary Shares,333563055.0,Denise Scots-Knight,36,"One Cavendish Place, Fourth Floor London W1G0QF United Kingdom",2015,,"CNBC,Google Finance","https://www.cnbc.com/quotes/MREO,https://www.google.com/finance/quote/MREO:NASDAQ?hl=en",no
MRIN,Marin Software Incorporated Common Stock,2631067.0,Christopher A Lien,104,"San Francisco, CaliforniaUnited States",2006,,Google Finance,https://www.google.com/finance/quote/MRIN:NASDAQ?hl=en,no
MRK,Merck & Company Inc. Common Stock (new),192947641481.0,Robert M Davis,"74,000","126 East Lincoln Avenue, P.O. Box 2000 Rahway, NJ 07065 United States","Jan 1, 1891",Pharmaceuticals,"CNBC,Market Watch,Google Finance","https://www.google.com/finance/quote/MRK:NYSE?hl=en,https://www.cnbc.com/quotes/MRK,https://www.marketwatch.com/investing/stock/MRK/company-profile?mod=mw_quote_tab",no
MRKR,Marker Therapeutics Inc. Common Stock,17651143.0,,5,"Houston, TexasUnited States",1992,Biotechnology,"Market Watch,Google Finance","https://www.google.com/finance/quote/MRKR:NASDAQ?hl=en,https://www.marketwatch.com/investing/stock/MRKR/company-profile?mod=mw_quote_tab",
MRM,MEDIROM Healthcare Technologies Inc. American Depositary Share,12248023.0,Kouji Eguchi,645,"16F, Tradepia Odaiba, 2-3-1, Daiba Minato-ku, TKY 135-0091 Japan",2000,Healthcare Provision,"CNBC,Market Watch,Google Finance","https://www.google.com/finance/quote/MRM:NASDAQ?hl=en,https://www.cnbc.com/quotes/MRM,https://www.marketwatch.com/investing/stock/MRM/company-profile?mod=mw_quote_tab",no
MRNA,Moderna Inc. Common Stock,10271862739.0,Stéphane Bancel,"5,800","325 BINNEY STREET Cambridge, MA 02142 United States",Sep 2010,,"CNBC,Market Watch,Google Finance","https://www.marketwatch.com/investing/stock/MRNA/company-profile?mod=mw_quote_tab,https://www.google.com/finance/quote/MRNA:NASDAQ?hl=en,https://www.cnbc.com/quotes/MRNA",no
MRNO,Murano Global Investments PLC Ordinary Shares,747060033.0,Elias Cababie,"1,088",25 Berkeley Square London W1J 6HN United Kingdom,1996,,"CNBC,Google Finance","https://www.cnbc.com/quotes/MRNO,https://www.google.com/finance/quote/MRNO:NASDAQ?hl=en",no
MRNOW,Murano Global Investments PLC Warrants,15861147.0,Elias Cababie,"1,088",25 Berkeley Square London W1J 6HN United Kingdom,1996,,"CNBC,Google Finance","https://www.google.com/finance/quote/MRNOW:NASDAQ?hl=en,https://www.cnbc.com/quotes/MRNOW",no
MRP,Millrose Properties Inc. Class A Common Stock,4626517461.0,,,"C/O Corporate Creations Network Inc. 2 Wisconsin Circle #700 Chevy Chase, MD 20815 United States",2024,,"CNBC,Google Finance","https://www.google.com/finance/quote/MRP:NYSE?hl=en,https://www.cnbc.com/quotes/MRP",
MRSN,Mersana Therapeutics Inc. Common Stock,42835791.0,,102,"840 Memorial Dr Cambridge, MA 02139-3789 United States",2001,,"CNBC,Google Finance","https://www.cnbc.com/quotes/MRSN,https://www.google.com/finance/quote/MRSN:NASDAQ?hl=en",
MRT,Marti Technologies Inc. Class A Ordinary Shares,227208190.0,Oguz Oektem,,"2001 S Street Nw, Suite 320 Washington, DC 20009 United States",,,CNBC,https://www.cnbc.com/quotes/MRT,yes
MRTN,Marten Transport Ltd. Common Stock,1062674249.0,Timothy M Kohl,"3,776","Mondovi, WisconsinUnited States",1946,,Google Finance,https://www.google.com/finance/quote/MRTN:NASDAQ?hl=en,yes
MRUS,Merus N.V. Common Shares,3880805206.0,Bill Lundberg,260,"Uppsalalaan 17, 3rd & 4th floor Utrecht 3584 CT Netherlands",2003,,"CNBC,Google Finance","https://www.google.com/finance/quote/MRUS:NASDAQ?hl=en,https://www.cnbc.com/quotes/MRUS",no
MRVI,Maravai LifeSciences Holdings Inc. Class A Common Stock,572983913.0,,580,"10770 Wateridge Circle Suite 200 Suite 200 San Diego, CA 92121 United States",2014,,"CNBC,Google Finance","https://www.cnbc.com/quotes/MRVI,https://www.google.com/finance/quote/MRVI:NASDAQ?hl=en",
MRVL,Marvell Technology Inc. Common Stock,52130559000.0,Matthew Murphy,"7,042","Wilmington, DelawareUnited States",1995,,Google Finance,https://www.google.com/finance/quote/MRVL:NASDAQ?hl=en,no
MRX,Marex Group plc Ordinary Shares,3033754640.0,,"2,503",155 BISHOPSGATE London EC2M 3TQ United Kingdom,2005,,"CNBC,Google Finance","https://www.cnbc.com/quotes/MRX,https://www.google.com/finance/quote/MRX:NASDAQ?hl=en",
MS,Morgan Stanley Common Stock,205400981799.0,Ted Pick,"81,000","New York, New YorkUnited States","Sep 5, 1935",,Google Finance,https://www.google.com/finance/quote/MS:NYSE?hl=en,no
MS^A,Morgan Stanley Dep Shs repstg 1/1000 Pfd Ser A,,Ted Pick,"81,000","New York, New YorkUnited States","Sep 5, 1935",,Google Finance,https://www.google.com/finance/quote/MS:NYSE?hl=en,no
MS^E,Morgan Stanley DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E,,Ted Pick,"81,000","New York, New YorkUnited States","Sep 5, 1935",,Google Finance,https://www.google.com/finance/quote/MS:NYSE?hl=en,no
MS^F,Morgan Stanley Dep Shs Rpstg 1/1000th Int Prd Ser F Fxd to Flag,,Ted Pick,"81,000","New York, New YorkUnited States","Sep 5, 1935",,Google Finance,https://www.google.com/finance/quote/MS:NYSE?hl=en,no
MS^I,Morgan Stanley Depository Shares Representing 1/1000th Preferred Series 1 Fixed to Floating Non (Cum),,Ted Pick,"81,000","New York, New YorkUnited States","Sep 5, 1935",,Google Finance,https://www.google.com/finance/quote/MS:NYSE?hl=en,no
MS^K,Morgan Stanley Depositary Shares each representing 1/1000th of a share of Fixed-to-Floating Rate Non-Cumulative Preferred Stock  Series K,,Ted Pick,"81,000","New York, New YorkUnited States","Sep 5, 1935",,Google Finance,https://www.google.com/finance/quote/MS:NYSE?hl=en,no
MS^L,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.875% Non-Cumulative Preferred Stock Series L,,Ted Pick,"81,000","New York, New YorkUnited States","Sep 5, 1935",,Google Finance,https://www.google.com/finance/quote/MS:NYSE?hl=en,no
MS^O,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 4.250% Non-Cumulative Preferred Stock Series O,,Ted Pick,"81,000","New York, New YorkUnited States","Sep 5, 1935",,Google Finance,https://www.google.com/finance/quote/MS:NYSE?hl=en,no
MS^P,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 6.500% Non-Cumulative Preferred Stock Series P,,Ted Pick,"81,000","New York, New YorkUnited States","Sep 5, 1935",,Google Finance,https://www.google.com/finance/quote/MS:NYSE?hl=en,no
MS^Q,Morgan Stanley Depositary Shares each representing 1/1000th of a share of 6.625% Non-Cumulative Preferred Stock Series Q,,Ted Pick,"81,000","New York, New YorkUnited States","Sep 5, 1935",,Google Finance,https://www.google.com/finance/quote/MS:NYSE?hl=en,no
MSA,MSA Safety Incorporated Common Stock,6405681382.0,Steve Blanco,"5,200","1000 Cranberry Woods Dr Cranberry Township, PA 16066-5207 United States","Jun 14, 1914",,"CNBC,Google Finance","https://www.google.com/finance/quote/MSA:NYSE?hl=en,https://www.cnbc.com/quotes/MSA",no
MSAI,MultiSensor AI Holdings Inc. Common Stock,25003628.0,,44,"Beaumont, TexasUnited States",1995,,Google Finance,https://www.google.com/finance/quote/MSAI:NASDAQ?hl=en,
MSB,Mesabi Trust Common Stock,329312251.0,,,"C/O Deutsche Bank Trust Company Americas 1 Columbus Circle, 17Th Floor New York, NY 10019 United States",1961,,"CNBC,Google Finance","https://www.cnbc.com/quotes/MSB,https://www.google.com/finance/quote/MSB:NYSE?hl=en",
MSBI,Midland States Bancorp Inc. Common Stock,361257067.0,Jeffrey G. Ludwig,907,"Effingham, IllinoisUnited States","Jun 1, 1988",,Google Finance,https://www.google.com/finance/quote/MSBI:NASDAQ?hl=en,no
MSBIP,Midland States Bancorp Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.750% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,501650808.0,Jeffrey G. Ludwig,907,"Effingham, IllinoisUnited States","Jun 1, 1988",,Google Finance,https://www.google.com/finance/quote/MSBIP:NASDAQ?hl=en,no
MSC,Studio City International Holdings Limited American depositary shares each representing four  Class A ordinary shares,601594508.0,,"5,848","36/F, The Centrium, 60 Wyndham Street, C Hong Kong",2000,,"CNBC,Google Finance","https://www.google.com/finance/quote/MSC:NYSE?hl=en,https://www.cnbc.com/quotes/MSC",
MSCI,MSCI Inc. Common Stock,43639070610.0,Henry A. Fernandez,"6,184","New York, New YorkUnited States",1969,,Google Finance,https://www.google.com/finance/quote/MSCI:NYSE?hl=en,no
MSD,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,0.0,,,"1585 BROADWAY New York, NY 10036 United States",,,CNBC,https://www.cnbc.com/quotes/MSD,
MSDL,Morgan Stanley Direct Lending Fund Common Stock,0.0,,,"1585 Broadway New York, NY 10036 United States",2019,,"CNBC,Google Finance","https://www.cnbc.com/quotes/MSDL,https://www.google.com/finance/quote/MSDL:NYSE?hl=en",
MSEX,Middlesex Water Company Common Stock,1038474315.0,Nadine Duchemin-Leslie,360,"1500 Ronson Rd P O Box 1500 Iselin, NJ 08830 United States",1897,,"CNBC,Google Finance","https://www.cnbc.com/quotes/MSEX,https://www.google.com/finance/quote/MSEX:NASDAQ?hl=en",no
MSFT,Microsoft Corporation Common Stock,3421645893691.0,Satya Nadella,"228,000","Redmond, WashingtonUnited States","Apr 4, 1975",,Google Finance,https://www.google.com/finance/quote/MSFT:NASDAQ?hl=en,no
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock,1761235330.0,James Dolan,"3,950","Two Pennsylvania Plaza New York, NY 10121 United States","Apr 20, 2023",,"CNBC,Google Finance","https://www.cnbc.com/quotes/MSGE,https://www.google.com/finance/quote/MSGE:NYSE?hl=en",no
MSGM,Motorsport Games Inc. Class A Common Stock,17855411.0,Stephen Hood,31,"Miami, FloridaUnited States",2018,,"CNBC,Google Finance","https://www.google.com/finance/quote/MSGM:NASDAQ?hl=en,https://www.cnbc.com/quotes/MSGM",no
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),4560704533.0,James Dolan,758,"Two Pennsylvania Plaza New York, NY 10121 United States",2015,,"CNBC,Google Finance","https://www.cnbc.com/quotes/MSGS,https://www.google.com/finance/quote/MSGS:NYSE?hl=en",no
MSI,Motorola Solutions Inc. Common Stock,69333487081.0,Greg Brown,"21,000","500 W. Monroe St. Chicago, IL 60661 United States","Sep 25, 1928",,"CNBC,Google Finance","https://www.google.com/finance/quote/MSI:NYSE?hl=en,https://www.cnbc.com/quotes/MSI",no
MSIF,MSC Income Fund Inc. Common Stock,741651977.0,Dwayne Hyzak CPA,,"Houston, TexasUnited States",2011,,"CNBC,Google Finance","https://www.cnbc.com/quotes/MSIF,https://www.google.com/finance/quote/MSIF:NYSE?hl=en",no
MSM,MSC Industrial Direct Company Inc. Common Stock,4524600091.0,Erik Gershwind,"7,307","515 Broadhollow Road Melville, NY 11747 United States",1941,,"CNBC,Google Finance","https://www.google.com/finance/quote/MSM:NYSE?hl=en,https://www.cnbc.com/quotes/MSM",no
MSN,Emerson Radio Corporation Common Stock,8732701.0,Christopher Ho,,"959 Route 46 East, Suite 210 Parsippany, NJ 07054 United States",,,CNBC,https://www.cnbc.com/quotes/MSN,no
MSPR,MSP Recovery Inc. Class A Common Stock,10222146.0,John Ruiz,78,"Miami, FloridaUnited States",2014,,"CNBC,Google Finance","https://www.cnbc.com/quotes/MSPR,https://www.google.com/finance/quote/MSPR:NASDAQ?hl=en",no
MSPRW,MSP Recovery Inc. Warrant,17312.0,John Ruiz,78,"Miami, FloridaUnited States",2014,,"CNBC,Google Finance","https://www.google.com/finance/quote/MSPRW:NASDAQ?hl=en,https://www.cnbc.com/quotes/MSPRW",no
MSPRZ,MSP Recovery Inc. Warrant,206092.0,John Ruiz,78,"Miami, FloridaUnited States",2014,,"CNBC,Google Finance","https://www.cnbc.com/quotes/MSPRZ,https://www.google.com/finance/quote/MSPRZ:NASDAQ?hl=en",no
MSS,Maison Solutions Inc. Class A Common Stock,17758840.0,John Xu,376,"Monterey Park, CaliforniaUnited States",2019,,"CNBC,Google Finance","https://www.google.com/finance/quote/MSS:NASDAQ?hl=en,https://www.cnbc.com/quotes/MSS",no
MSTR,MicroStrategy Incorporated Common Stock Class A,100902223005.0,Phong Le,"1,483","1850 TOWERS CRESCENT PLAZA Tysons Corner, VA 22182 United States",Nov 1989,,"CNBC,Google Finance","https://www.google.com/finance/quote/MSTR:NASDAQ?hl=en,https://www.cnbc.com/quotes/MSTR",no
MSW,Ming Shing Group Holdings Limited Ordinary Shares,48832500.0,Chi Ming Lam,32,"8/F, Cheong Tai Factory Building 16 Tai Yau Street, San Po Kong, Kowloon Hong Kong",2022,,"CNBC,Google Finance","https://www.cnbc.com/quotes/MSW,https://www.google.com/finance/quote/MSW:NASDAQ?hl=en",no
MT,Arcelor Mittal NY Registry Shares NEW,23502155701.0,Aditya Mittal,"125,416","Luxembourg, Luxembourg DistrictLuxembourg",2006,,Google Finance,https://www.google.com/finance/quote/MT:NYSE?hl=en,yes
MTA,Metalla Royalty & Streaming Ltd. Common Shares,297833179.0,Brett Heath,,"543 Granville St Suite 501 Vancouver, BC V6C 1X8 Canada",,,CNBC,https://www.cnbc.com/quotes/MTA,no
MTAL,MAC Copper Limited Ordinary Shares,1002738333.0,,490,"3Rd Floor, 44 Esplanade, St Saint Helier JE4 9WG Jersey",2022,Non-Ferrous Metals,"CNBC,Market Watch,Google Finance","https://www.google.com/finance/quote/MTAL:NYSE?hl=en,https://www.cnbc.com/quotes/MTAL,https://www.marketwatch.com/investing/stock/MTAL/company-profile?mod=mw_quote_tab",
MTB,M&T Bank Corporation Common Stock,29316649728.0,René F. Jones,"22,291","Buffalo, New YorkUnited States","Aug 29, 1856",Banking,"Market Watch,Google Finance","https://www.google.com/finance/quote/MTB:NYSE?hl=en,https://www.marketwatch.com/investing/stock/MTB/company-profile?mod=mw_quote_tab",no
